Username,Type,Text,Language,Label 1,Label 2,Label 3,Label 4,
Artichokecafe,channel,"🍽️ Bussiness Hours 星期一至四 : 11am - 10pm 星期五至日 : 9:30am - 10pm ＜＜每逢星期二休息＞＞ 【Artichoke Cafe】 🏡地址 ：9, Jalan Raja Uda, Pusat Perniagaan Raja Uda, 12300 Butterworth, Pulau Pinang. ☎️联络号码 ：011-13262236 / 04-3133310 📱Whatsapp: http://WWW.WASAP.MY/+601113262236 ✔️ #FoodPanda ✔️ #EASI ✔️ #Sunfresh ✔️ #Quicksend ✔️ #Grabfood #Artichokecafe ＃MainCourse #Pasta #SideDish #Dessert #Coffee #Chocolate #NikoNekoMatcha #FlowerTea #Merlot #Family #Friend #Couple ＃Gathering #Chitchat #PlayGame #TakeABreak #Music #ChillAndRelax #Enjoy #Dinein #Delivery #Takeaway",Chinese,Benign,,,,
Artichokecafe,channel,"你知道吗？Artichoke cafe 也是有drive thru 服务哦，你可以打电话/WhatsApp下单，然后选择Tngo/Bank in我们也是照单全收👌👌😁😁 🍽️ Bussiness Hours 星期一至四 : 11am - 10pm 星期五至日 : 9:30am - 10pm ＜＜每逢星期二休息＞＞ 【Artichoke Cafe】 🏡地址 ：9, Jalan Raja Uda, Pusat Perniagaan Raja Uda, 12300 Butterworth, Pulau Pinang. ☎️联络号码 ：011-13262236 / 04-3133310 📱Whatsapp: http://WWW.WASAP.MY/+601113262236 #Artichokecafe ＃DriveThru ＃TakeAway ＃StaySafe ＃Convenience ＃Easy",Chinese,Benign,,,,
Artichokecafe,channel,"每个外卖平台都有自己的客户群，Artichoke Cafe也有在这五个外卖平台销售美食，等你下单哦👍👍😁😁 ✔️ #FoodPanda ✔️ #EASI ✔️ #Sunfresh ✔️ #Quicksend ✔️ #Grabfood 🛎️ Bussiness Hours 🍽️ 星期一至四 : 11am - 10pm 星期五至日 : 9:30am - 10pm ＜＜每逢星期二休息＞＞ 【Artichoke Cafe】 🏡地址 ：9, Jalan Raja Uda, Pusat Perniagaan Raja Uda, 12300 Butterworth, Pulau Pinang. ☎️联络号码 ：011-13262236 / 04-3133310 📱Whatsapp: http://WWW.WASAP.MY/+601113262236",Chinese,Benign,,,,
Artichokecafe,channel,哇🤩🤩!!!又吃又送又折扣又奖励!!!! 幸运会员只限100位 会员现金回扣只限100位新会员🌟 每个会员都可以获得RM500💰💰现金回扣 每次消费总数折扣20%😗😗 例如消费金额RM150折扣20%=只需付费RM120现金回扣RM30 RM500-RM30=还剩下RM470现金回扣 ⚠️此活动获得现金回扣只限于消费，不支持套现服务。 现金回扣可以消费所有原价饮料与食物 现金回扣可以获得累积分数作为更多活动奖励，累积越多越大好处。 真的太值得你来成为其中一位幸运会员了🤩🤩 名额有限，先到先得😙🤩 T&C Apply #membership #aprilspecial #food #butterworrh #artichokecafe,Chinese,Benign,,,,
atbgame,user,atbgame,English,Benign,,,,
athena_crypto_news,channel,"🔥 Your first 3 words will describe your 2022 journey with #Monsterra 🎇 Let's us know here ⬇️ 🚀 And #Retweet for a safe, healthy, and prosperous new year! #P2E #GameFi #P2EGAMING https://twitter.com/Monsterra_P2E/status/1478220198456872966?s=20",English,Benign,,,,
athena_crypto_news,channel,⁉️ What To Do in Bear Market? 🔥See RED? ➡️ Look for GEMS ⁉️ Do you know what is hidden in downtrend? 🌟The Opportunity for life-changing with potential project like #Monsterra 🚀 For your greenlight even in a see of red: Be the first arrivers ➡️ HERE: https://twitter.com/Monsterra_P2E/status/1478275007830798344,English,Benign,,,,
athena_crypto_news,channel,🎇 TIME'S OVER! OUR NEW YEAR EVENT CLOSED https://twitter.com/monsterra_p2e/status/1478320305919733765?s=21 🔥 #Monsterra New Year Event has finally come to an end. Thank you for your love and enthusiastic participation 🚀 The result will be announced to you soon 🔥 Many engaging events are coming. Stay tuned and Follow us!,English,Benign,,,,
athena_crypto_news,channel,"𝙃𝙖𝙫𝙚 𝙮𝙤𝙪 𝙚𝙫𝙚𝙧....? 🔥 Let's check out how long you've been with #Monsterra by doing this #BingoChallenge (J4F) 🚀I have 10 ""ever"" checked. And you? ⬇️ Let us know here and #Retweet for more engaging events to come! https://twitter.com/Monsterra_P2E/status/1478562338718765056?s=20",English,Benign,,,,
athena_crypto_news,channel,🚀 A Robust Solutions to Current #P2E Problems 🔜 #Monsterra in Your Area 🔥 Our vision is to kickstart a world-class dream kingdom for all #P2E lovers to Enjoy & Earn with unlimited earning potential 📢 Much more awaits. Follow us to see our upcoming activities in Jan 2022! https://twitter.com/Monsterra_P2E/status/1478682699455873025/photo/1,English,Benign,,,,
athena_crypto_news,channel,#MongenTalk ⁉️ What are you looking forward to the most in the #GameFi market this year in 2022? https://twitter.com/Monsterra_P2E/status/1478756681387372547,English,Benign,,,,
athena_crypto_news,channel,🚀 #Monsterra New Year Event: Winner Announcement 👉 Kindly DM @jadepham with the following form: “New Year Event + your metamask wallet address” to receive the reward! https://twitter.com/Monsterra_P2E/status/1479005490420269056,English,Benign,,,,
athena_crypto_news,channel,"🚀 Behind a potential project, there are dedicated & competent people ➡️ Get to know #Monsterra amazing core team ""No one ever achieved greatness by playing it safe"". We think different, dream big & desire to create a Monstera that goes beyond the ordinary #HumanOfMonsterra https://twitter.com/monsterra_p2e/status/1479052628248051712?s=21",English,Benign,,,,
athena_crypto_news,channel,"#Mongens Meme Contest: $1340 Reward Pool 🚀To meme or not to meme? That is the question. The simple answer is ""just speak your meme language"" #Monsterra Meme Contest IS IN YOUR AREA: ✅Simple rules ✅Valuable NFTs as rewards ➡️Join NOW:https://twitter.com/Monsterra_P2E/status/1479087878776918017",English,Benign,,,,
athena_crypto_news,channel,"🚀 Meet ROSES of #Monsterra! 🔥 Rare & Precious girls in the #GameFi industry 🔥 Smart, fierce & passionate - they're blooming flowers in this tough market: passion to blow away difficulties & talent to conquer challenges You’ll meet them more often in our upcoming events. Retweet to ALL-IN 😉 https://twitter.com/Monsterra_P2E/status/1479433865706242049?s=20",English,Benign,,,,
athena_crypto_news,channel,#Monsterra Meme Contest: Rules to Win 🔥We only accept qualified entries. Please adhere to the following rules to become a winner ✅Create a meme ✅Send your entry in our GG form ✅Follow Twitter + Join Tele ✅Like + Retweet our announcement + Tag 3 friends Join NOW! https://twitter.com/monsterra_p2e/status/1479777401915809792?s=21,English,Benign,,,,
athena_crypto_news,channel,🔥#Monsterra Weekly Update: An explosion of Community Activities https://twitter.com/Monsterra_P2E/status/1480187313862758400?s=20,English,Benign,,,,
athena_crypto_news,channel,"#Monsterra Roadmap Update: What exciting things await ahead? 🔥 We're thrilled to announce our Q1/2022 roadmap with all the updates 🔥Internal Testnet, #INO, #IDO & many community events COMING. And you will be a critical part of them! Great things ahead! Let's rock together! https://twitter.com/Monsterra_P2E/status/1480874336823087106?s=20 Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok 🌟 💥Local Community Vietnam | China",English,Benign,,,,
athena_crypto_news,channel,"⚠️ SCAM ALERT: DON'T FALL INTO THE TRAP We noticed some fake communities call for you to buy tokens through some rounds like Flash Sale or transfer money to deposit. We are aware of the dangers of this, so we urge you to exercise extreme caution: Here is the list of DO & DON'T for you to protect yourself: ❌ DO NOT click/enter any suspicious URL sent by strangers to access your wallet account. If you already did that, change your login information immediately. ❌ DO NOT share your account security information with anyone (login account, passwords, recovery phrase, private key, ...). ❌ DO NOT enroll in any unofficial sale rounds that Monsterra team has not announced. ❌ DO NOT send your tokens, money, or assets to people who personate as our community admins/developer team/supporters. 👍 We will NEVER DM you first or offer you special deals, gifts, or anything like that. 👍 Only follow our official channels and community groups below to avoid the scams. https://twitter.com/Monsterra_P2E/status/1480980307687796738?s=20 Be very careful, don't fall into the trap! ________________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,"#Monsterra Meme Contest Closed 🚀We have closed our Meme Contest with thousands of entries 🔥High-quality ones are being gradually posted on Twitter for voting 🔥Like, CMT & RT your favorite entries to make them the winners 👉And Follow us for more engaging events! https://twitter.com/Monsterra_P2E/status/1481567745984856065?s=20 ________________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,"THE NEW ERA OF Monsterra_P2E x SaladVentures 🔥We're thrilled to welcome our new partner Salad Ventures - a notable Singapore-based venture fund that focuses on supporting and building the innovations that form the basis of the new Play-to-Earn economy. 🔥 They also have an impressive portfolio with many reputable projects such as Crabada, Sipher, Mines of Dalarnia, Happy Land. 🔥 They manage one of the top gaming guilds globally — Apollo Squad, developed the guild management platform — GuildOS, and offer massive online open courses (MOOCs) on their “Learn-to-Earn” platform — Salad Academy. 🌟Together, we'll be an invincible duo 🔥 Get ready, Mongens, the game will start SOON! Make sure you catch up here: https://twitter.com/Monsterra_P2E/status/1481838485812043780 ________________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,"📢@KyrosVentures HAS OFFICIALLY JOINED FORCES 🔥Welcome Kyros Ventures - a true pioneer in incubating early-stage blockchain and crypto projects in Vietnam 🔥GAME ON, MONGENS! TIME IS COMING! 👉 Check out our blossoming partnership: https://twitter.com/Monsterra_P2E/status/1481989494735732742?s=20 _______________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,🔥Free Package for All #Monsterra Starters 🚀All players will get FREE essentials to fully experience #Monsterra with NO INITIAL INVESTMENT ⚠️ Gifted items cannot be traded on the marketplace. You have to convert them into NFT to do so 🔥More news is COMING. Stay tuned! https://twitter.com/Monsterra_P2E/status/1482314116962271232 _______________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok,English,Benign,,,,
athena_crypto_news,channel,#Monsterra Weekly Achievement 🔥 Thank you guys for a great week with lots of fun! Monsterra's community is growing with more and more supporters. 🔥 The new week promises to be more interesting community activities with many attractive rewards. Stay tuned & follow us! https://twitter.com/Monsterra_P2E/status/1482673804673699846?s=20,English,Benign,,,,
athena_crypto_news,channel,"#Monsterra Meme Contest: Save the Date, mate! 🔥 98 excellent entries have passed the application round & are gradually being posted on our Twitter 🚀Voting closed: 11:59 PM (UTC) 24/1 🚀Winners announcement: 31/1 🔥LIKE + RT to vote for your favorite memes And follow us! https://twitter.com/Monsterra_P2E/status/1483073833762717700?s=20 _______________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,#Monsterra Unprecedented Breeding Model 👉Endless creative possibilities with various unique newborns 🚀 Players can create new Mongens with different figures. All next generations are unique 👉 Check out our preview & tell us what your dream Mongen looks like! https://twitter.com/monsterra_p2e/status/1483443481955631106?s=21,English,Benign,,,,
athena_crypto_news,channel,🚀Enjoy & Earn with #Monsterra: Battle - Farm - Earn 🔥 Remember great experiences with the rocked Clash of Clan & Boom Beach years ago? 🔥 Good old days are coming with Earning opportunities: MONSTERRA! 👉 Ready for engaging gameplay & attractive rewards? Soon with rightwards arrow above COMING SOON! https://twitter.com/Monsterra_P2E/status/1483801421615022087?s=20 _______________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok,English,Benign,,,,
athena_crypto_news,channel,"#Monsterra Quiz Game is Here!! 🚀Let give us the best answer to fill in the blank in the following sentence: ""The name of the Mongen race in the photo is _______"" A. Tectos B. Beast C. Mystic 👉 Retweet to answer, mate! https://twitter.com/Monsterra_P2E/status/1483831122245353472?s=20 _______________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,"🚀 Let's dive into the revolutionary #Monsterra https://twitter.com/Monsterra_P2E/status/1484080759703056385?s=20 🔥 For those curious about our engaging #Monsterra, we got your back! 👉 Our great mate @SaladVentures did a very informative & interesting review on the game. Check it out: https://youtube.com/watch?v=b-vvaax-_Xw ⁉️ Any questions? Comment HERE 👇 _______________ More about Salad Ventures 👉 Salad Ventures' Twitter: https://twitter.com/SaladVentures?s=20 ➡️ Apollo Squad Discord: https://discord.gg/apollosquad 👉 Salad Venture's Telegram: https://t.me/saladventuresOFFICIAL _______________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,"🔥 Welcome to the #Monsterra land, @AvStarCapital! 🚀 We are thrilled to present our new business partner - Avstar Capital, one of the leading venture capital in Indonesia 👉 Greatness ahead! Catch up here: https://twitter.com/Monsterra_P2E/status/1484480903850123264?s=20 ______________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,"🚀#Monsterra Meme Contest: Go Vote or Go Home 🔥 ALL QUALITY ENTRIES have been posted. Like/RT to vote! 🔥 Entry with the most votes wins the gold prize, the rest is chosen by the judges ⚠️Cheating are not accepted. Violators will be disqualified from the contest IMMEDIATELY! https://twitter.com/Monsterra_P2E/status/1484546003416252416?s=20 ______________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,"🤔 What do famous brands say about #Monstera? 👉 Check it out! What is your favorite one? ✅ Just Hold It! ✅ I'm hodlin' it ✅ Think Different ✅ Your Monsterra Awake Sponsor ❓And you, what do you say about us? Let us know your thoughts! 👉 Retweet if you agree with these ""Monstera fans""! https://twitter.com/Monsterra_P2E/status/1484835678131490819?s=20 ______________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,⁉️Have you met our graceful rose - Tina? 🌹Girls in this challenging #blockchain industry are like roses with thorns - beautiful but bold & brave 👧 Tina is one of those rare roses. And You will see her more in our upcoming exciting events! Stay tuned! #HumanOfMonssterra https://twitter.com/Monsterra_P2E/status/1484929504112156672?s=20 ______________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok,English,Benign,,,,
athena_crypto_news,channel,"🚀 Take A Look At Our #Monsterra World 🔥 A surreal world with beautiful Mongens awaits you. Come & experience a variety of exciting activities in this wonderland! 🎮 More exciting features are on the way. The updates will be released VERY SOON! ♥️ Stay tuned, mate! https://twitter.com/Monsterra_P2E/status/1485248311720570880?s=20 ______________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,#Monsterra Weekly Recap: What a Boom on Social! 🔥 Another special week to celebrate! #Monsterra has exploded with massive growth on social & many exciting activities! 🔥Our community is expanding with new supporters! So grateful for this! 🚀More activities COMING! Follow us! 👉 Catch up HERE: https://twitter.com/Monsterra_P2E/status/1485289615976460288?s=20 ______________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok,English,Benign,,,,
athena_crypto_news,channel,"🔥 Token #MSTR and #MAG: What are they and what's the differences? ⁉️Hi mate, are you curious about our #Monsterra token: MSTR and MAG? 👉 Find out more details about our tokens in the infographic below ➡️ RT if you are interested: https://twitter.com/Monsterra_P2E/status/1485570127752212480?s=20 ______________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,🔥#Monsterra Gameplay Teaser: Here comes a little sneak peek for everyone! 🚀We're thrilled to announce our #Teaser with all great things you can experience shortly 🔥Our Community #Testnet for Farming Phase Will Be Launched SOON 👉 Can't to tell you more! RT to support us: https://twitter.com/Monsterra_P2E/status/1485624763955687425?s=20 ______________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok,English,Benign,,,,
athena_crypto_news,channel,🔥 #Meme Contest Voting Closed!!! 🔥 Voting for the Meme contest has ended with lots of love and support! 🔥 50 best entries are being carefully selected by us and will be announced on January 31. Stay tuned! More exciting news coming soon! ❓Ready for the Moon? Let's go! https://twitter.com/Monsterra_P2E/status/1485935090249367554?s=20 _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok,English,Benign,,,,
athena_crypto_news,channel,🔥 #Monsterra Community Events: Reward Token Distribution Timeline 🚀 We have successfully organized many community activities with the participation and support of thousands of people ❓Still wondering about the reward token distribution timeline? 👉 Check it out: https://twitter.com/Monsterra_P2E/status/1485978721769365504?s=20 _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok,English,Benign,,,,
athena_crypto_news,channel,#MongenTalk: All About #NFTMysteryBox ❓Are you still curious about NFT Mystery Box? Read the latest #Monsterra news below! 🚀We have some very big and exciting news to announce to you soon! 👉 Can you guess what it is? Comment below! https://twitter.com/Monsterra_P2E/status/1486255747055120384?s=20,English,Benign,,,,
athena_crypto_news,channel,#Monsterra Events to Look Forward in Feb 2022 ✅ #BinanceNFT x Monsterra Mystery Box ✅ Community Testnet (Farming Version) ✅ AMA with Partners 🔥 Details will be updated soon! ⁉️ Which event are you most looking forward to? Let us know your thoughts below! ⬇️ _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok,English,Benign,,,,
athena_crypto_news,channel,"🔥 #Monsterra x #BinanceNFT AMA Sessions 👉 $100 Reward Pool is waiting for the best questions 🌟 Mark your calendar, prepare your questions and join HERE: https://twitter.com/Monsterra_P2E/status/1486368811041587200?s=20 _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,🔥 Customize Your Land in #Monsterra: Create to Win 💭 Build your land in your own way. Like a heart? Make a heart! 🚀8 plots represent specific parts of the in-game environment with different uses. 👉Build your lands by placing Land Plots around the Land Core. Check it out! https://twitter.com/monsterra_p2e/status/1486561011129749509?s=21 _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok,English,Benign,,,,
athena_crypto_news,channel,"@TheBinanceNFT x #Monsterra Treasury Box 👉20000 Boxes for Sale on Feb 7th ❤️‍🔥 Best day to get valuable & high rarity #NFTs with the lowest costs 🚀Don't miss the golden chance! Save your money, mark your calendar & get ready to shop! 📌 Check it out: https://twitter.com/Monsterra_P2E/status/1486740677538967556?s=20 _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,"🔥 #Monsterra Quiz Game is Back! ""How many Land Plots are there in Monsterra?"" 👉 RT to answer! 🚀And get ready, we have big news coming tomorrow! Stay tuned, and follow us! https://twitter.com/Monsterra_P2E/status/1487085863825653764?s=20&t=Q5og052lcun3dSYIiVf2KQ _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,🔥#Monsterra x @TheBinanceNFT #GiveAway: 👉 200 Treasury #Boxes for Passionate Monsterriors! https://twitter.com/Monsterra_P2E/status/1487266750114992133?s=20&t=UjTYTDlS6KE8fP9YQsqzWg 📅3 AM (UTC) Jan 29 - Feb 6 🎁15 BUSD/Box 👉Join: https://gleam.io/competitions/4NRva-binance-nft-x-monsterra-treasury-box-giveaway 🚀Only chance to rocket revenue with rarity #NFTs! Grab now or cry later? 🚀 Check it out: https://medium.com/@monsterra.io/monsterra-x-binance-nft-give-away-200-treasury-boxes-for-passionate-monsterriors-d7d916760d0c _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok,English,Benign,,,,
athena_crypto_news,channel,🔥#Monsterra Treasury Box: Why should you get one? 🚀Check out: https://twitter.com/Monsterra_P2E/status/1487386363188359169?s=20&t=3OM8jpQCD4ldnwwQeRkR7A ✅ Get high-rarity NFTs at the lowest cost ✅ Be the first owners of Land Plots & Soulcore & get a huge headstart at #Monsterra ✅ Trade on @TheBinanceNFT or others for profit 👉200 Boxes #GiveAway HERE: https://t.co/DpvyYeYuCS _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok,English,Benign,,,,
athena_crypto_news,channel,"🚀Be the first comers & get a huge headstart at #Monsterra 🚀 Here: https://twitter.com/Monsterra_P2E/status/1487473127529463812?s=20&t=lfL3YZ9VJeNk8DE7OlZ5Ww 👉 200 Treasury Boxes #GiveAway: https://gleam.io/4NRva/binance-nft-x-monsterra-treasury-box-giveaway 🎁 11,219 Land Plots & 8,781 Soulcores 🏝️ Use Land Plots to build kingdoms, raise Mongens & earn MAG Tokens 🥚 Hatch Soulcores to get Mongens 🔥 Hunt them NOW! _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,🔥 #Monsterra x @WebcoinCapital Partnership Announcement 🚀We're partnering with Webcoin Capital - a reputable firm focusing on funding & long-term support for innovative blockchain startups ❤️‍🔥 Exciting co-host events COMING! 👉Make sure you catch up: https://twitter.com/Monsterra_P2E/status/1487739987735252995?s=20&t=d_LO-h5C2vm_n2FdmlJuvw _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok,English,Benign,,,,
athena_crypto_news,channel,🔥#Monsterra: Productive Week with Breakthrough Growth ❤️‍🔥Welcome 42K+ Monsterriors to our universe & thank you for an extremely active week 🚀147K+ people joined the Treasury Box #GiveAway 🔥More exciting events are coming as our #Testnet Farming Version is ready. Stay tuned! https://twitter.com/Monsterra_P2E/status/1487778517597433857?s=20&t=SY5jFYErN-Y_KfqZMs9grw _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok,English,Benign,,,,
athena_crypto_news,channel,"#Monsterra Meme Contest: Winner Announcement ❤️‍🔥 After careful consideration, we are pleased to announce the winners of the Meme Contest. 👉 Check it out: https://twitter.com/Monsterra_P2E/status/1488095329274953732?s=20&t=jzVwXAaDXX3QUL5-Fcx-LA 🚀Many exciting events with attractive prizes are coming. Stay tuned and follow us! _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,"🔥#Monsterra 2021 Wrapped 🚀 The old year has passed with remarkable events. We has grown strongly thanks to the support & love of our Monsterriors, partners & talented team 💥Lunar New Year is coming. We wish all Monsterriors a tiger-like year, with lots of love, joy & health! https://twitter.com/Monsterra_P2E/status/1488165209781194753?s=20&t=LiRir98vVS5IM7Jc2d0yiw _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,"❤️‍🔥 Ready to meet #Monsterra's roses? 🔥 Unprecedented events are coming this February! 🌹 Accompanying you are the graceful roses of Monsterra - rare & gorgeous girls in #P2E. Smart, funny & extremely talented, they'll bring you exciting, one-of-a-kind experiences! 🚀 Stay tuned! https://twitter.com/Monsterra_P2E/status/1488520806510764032?s=20&t=V7VxiNSqMAt0W4MGvbP6Zw _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,"🔥What's in #Monsterra Treasury Box? - Get to Know #Soulcores 🥚8,781 Soulcores of random rarity in our Treasury Boxes 👾 Hatch them to get Mongens of corresponding rarity 👩‍🌾 Mongens will perform in-game quests to earn rewards & tokens 💵Players can also sell Soulcores on Marketplaces for profit https://twitter.com/Monsterra_P2E/status/1488849607824375817?s=20&t=bIQqvQLeYki0Ar3j_9hg_Q _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,⚠️Warning from the Future: Opportunity Ahead - Don't Miss #Monsterra! ❤️‍🔥A new era of #P2EGaming is coming & Monsterra is here to take you to the moon ⁉️ Still curious about our project? Check out the one page below NOW! ❤️‍🔥Thanks to our mate @KyrosVentures for a great work! https://twitter.com/Monsterra_P2E/status/1488880023172186114?s=20&t=bIQqvQLeYki0Ar3j_9hg_Q _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok,English,Benign,,,,
athena_crypto_news,channel,🚀#Monsterra Meme Contest Distribution Timeline 📌Catch up here: https://twitter.com/Monsterra_P2E/status/1489252792690966530?s=20&t=_E1N0-qGcxERiiwkxnfctw 📅Internal Testnet (Farming Ver): Feb 7-8 NFTs: 1 day after game launch 👉 Claim your reward here: https://forms.gle/vKNkkys3kusn5yWS9 ❤️Congratulations to all of our winners! 🔥More exciting events are coming. Stay tuned & follow us! _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok,English,Benign,,,,
athena_crypto_news,channel,"🚀 3 Days Left to #Monsterra x @TheBinanceNFT Treasury Box Sale 📍Catch up here: https://twitter.com/Monsterra_P2E/status/1489558181290205186?s=20&t=ON5eh6QLniJ_STax_SXR3w 🔥 THE ONLY CHANCE to get rare #NFTs at best price 📅 Date: Feb 7 🎁 20,000 Boxes - 15 BUSD/Box 👉 Join: https://www.binance.com/en/nft/mystery-box/detail?number=1&productId=185608779658812416 🚀 An exclusive event not to be missed! Save the date! 📌Details: https://medium.com/@monsterra.io/binance-nft-x-monsterra-treasury-box-campaign-begins-feb-7th-2022-f172feb905ca _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,"🔥Welcome to the team @MetaGamingGuild 🤝 #Monsterra is glad to present our new partnership, MetaGaming Guild - one of the fastest-growing guilds with a very strong community 🚀This collab will definitely bring many interesting activities 👉 Catch up: https://twitter.com/Monsterra_P2E/status/1489916721624453120?s=20&t=0t7H_x1YIQP2i5rqm25Otg _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,"🔥 Welcome 55K+ Monsterriors to our universe! 🎇Congratulations to #Monsterra on another remarkable new milestone 💗Our community is expanding with more supporters, getting ready for lots of important events to come 👏Thanks all for your support. Follow us for more! https://twitter.com/Monsterra_P2E/status/1490289359949819905?s=20&t=axTyoiGjzusld4bfcDGChg _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
athena_crypto_news,channel,"#Monsterra Weekly Update 🌱We're excited to hit 55K+ Twitter followers & many notable achievements 🛖Marketplace is ready to welcome players to the Internal Testnet 🚀Exciting events are coming, especially our Treasury Box Campaign with Binance NFT on Feb 7th Stay tuned! https://twitter.com/Monsterra_P2E/status/1490327185529655298?s=20&t=axTyoiGjzusld4bfcDGChg _____________________ Keep up with us👇 🌟 Website l Twitter l Discord l Facebook l Telegram Channel | Facebook group | Youtube l TikTok",English,Benign,,,,
