Domain,Landing URL,Download URL,Path,SHA-256,Category,is_new,is_malicious,Threat Type
cockfight.in,https://cockfight.in/,https://funplusapp.com/v-16-pl16-v3.9.6_611AB476FA06795E4500945718FE37F6.apk,/data2/sangyiwu/Mobile_Apps/apk_files/v-16-pl16-v3.9.6_611AB476FA06795E4500945718FE37F6.apk,545b602d72ce65f3f901e60ceb95701cf5832fe1325b0b2e97e7b39b6b81c192,Gambling,True,True,"{'evader', 'malware', 'trojan'}"
55402.com,https://www.kpe402.com:6899/web/#/element/info/aioDownload,https://d2.wyzdt.com/elibomApp/isSafety/5fb4a16c-386e-11eb-82d6-005056934804/wyRelease_61004_1363.apk,/data2/sangyiwu/Mobile_Apps/apk_files/wyRelease_61004_1363.apk,90d8c3c86f10141ebdc7584036147c2f4571e879b94906e1282ee2a93248acec,Gambling,True,True,{'trojan'}
www.xbs8601.com,https://nec.cx099.vip:2443/app.php/MjExNw==,https://firdownload.s3.amazonaws.com/xbsapp-493.apk,/data2/sangyiwu/Mobile_Apps/apk_files/xbsapp-493.apk,873e21b611870a27a4c98b348c5b3d72c56dbb827db275b39a0182df81bc148b,Gambling,False,False,
ee1499.com,https://app.xgz68.top/?channel_code=Jq6Nkq,https://do-1.cosscdn7.top/xgz/and/ofi/302/xgzmini_ch1.3.11848.apk,/data2/sangyiwu/Mobile_Apps/apk_files/xgzmini_ch1.3.11848.apk,3d7adfe504f04d441e64d1f220af5f544ff57bdc1a149837d7bdc5e3eac30a62,Gambling,True,True,"{'trojan', 'riskware'}"
ff00.co,https://m.ya1b1.com:8989/pages/index/index,https://appdownload.zhlzcg.com/ybyla006/ybyl-1.6.8-168.apk,/data2/sangyiwu/Mobile_Apps/apk_files/ybyl-1.6.8-168.apk,e7a3188ad0bfde570a39c9db022fed4641ce302f4bbf44ef4a081de0481ac24b,Gambling,True,False,
www.yibo.com,https://www.yibobet246.app:30120/,https://download.61fy9.com/files/package/yibogame_50304_243392_0301175212.apk,/data2/sangyiwu/Mobile_Apps/apk_files/yibogame_50304_243392_0301175212.apk,2c1c5e27e56dea911493146e3e5e4031596abce07685c3828280146cba0b1bdb,Gambling,True,False,
www.nbjsfl.com,https://www.ghjeu.com:12876/bmuACZ?cckey=0a467a79,https://www.ghjeu.com/static/storage/apk/5315/%E5%A4%A9%E8%BE%B0%E5%A8%B1%E4%B9%90.apk,/data2/sangyiwu/Mobile_Apps/apk_files/天辰娱乐.apk,dafca3af7c17e4aa36a4038e8060bfe8542fda691f988888441a9b668aeb7ffa,Gambling,False,True,{'trojan'}
www.nbjsfl.com,https://www.ghjeu.com:12876/lyW689,https://www.ghjeu.com/static/storage/apk/5316/%E5%A4%A9%E5%AF%8C%E5%A8%B1%E4%B9%90.apk,/data2/sangyiwu/Mobile_Apps/apk_files/天富娱乐.apk,8c60cab0f3025ab48f46fb03d121e9b4f13194ba8a7d2dd6cd4381a37acefedc,Gambling,False,True,{'trojan'}
k77.tv,https://7777usdt.vip/home/game?id=cny024,https://zgk48j-166-ppp.s3.ap-east-1.amazonaws.com/cocos/download/166_zh_3.1.26_full.apk?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATLSXYZMD5ALTWIEP%2F20230223%2Fap-east-1%2Fs3%2Faws4_request&X-Amz-Date=20230223T072639Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=175d07281f6e4da81cc495a4a98bbe5286bfb20526890ffb3c20b6adc092653a,/data2/sangyiwu/Mobile_Apps/apk_files/166_zh_3.1.26_full.apk,30d3e8e90347b206a75f930f9b6dedf35b9c4577c67925ce5b47c07389b3ebba,Gambling,True,True,"{'evader', 'malware', 'trojan', 'riskware'}"
k68.tv,https://6666usdt.vip/home/game?id=ut24,https://zgk48j-166-ppp.s3.ap-east-1.amazonaws.com/cocos/download/166_zh_normal_3.1.26.apk?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATLSXYZMD5ALTWIEP%2F20230223%2Fap-east-1%2Fs3%2Faws4_request&X-Amz-Date=20230223T072639Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=e94fcf5a9ffd73e3e8e971aa23b3592ee41160237321bd920185c94c3eea7997,/data2/sangyiwu/Mobile_Apps/apk_files/166_zh_normal_3.1.26.apk,bc6b9fde1bc594fe06f543d0a33d4fb256d4c99ecb3b1a6040e6c7fc0b47e4b5,Gambling,True,True,"{'evader', 'malware', 'trojan', 'riskware'}"
m.500.com,https://www.500.com/wap/index.php,https://soft.500.com/updatefiles/v4.7.8/500_lottery_client_for_Android_4.7.8.10000.apk,/data2/sangyiwu/Mobile_Apps/apk_files/500_lottery_client_for_Android_4.7.8.10000.apk,984d3981a96297aa36f2095af9332fca3d4a99f927811da76bddde87566dac1f,Gambling,True,True,"{'trojan', 'riskware'}"
8888sg.vip,https://160c.app/60cpwdlmobile/,https://downloadnowapp888.com/cashv5/60cp/60cpwdl.apk,/data2/sangyiwu/Mobile_Apps/apk_files/60cpwdl.apk,3a9a37a8189600a5079411fca29910e95167fbc1a76b5aa7d8dde829132e9f8f,Gambling,True,True,"{'evader', 'malware', 'trojan'}"
vip888.in,https://rajd2.com/o9v4Q,https://aoss.fnur8d.com/apk/202302041741/61d481e676f4a.apk?sign=a39e3314e5ebf69a534622b4c508969e&t=1677133579,/data2/sangyiwu/Mobile_Apps/apk_files/61d481e676f4a.apk,d6685d18ace5eef86cc7c490633c3644744029df62cefc4d22c7327af9065201,Gambling,True,True,"{'malware', 'riskware'}"
hg98.net,https://raldt7.com/zLJpK,https://tqow3.vip/apk/202302222043/6380a12157e1a.apk?sign=727fd23fb722159e8181f5e1ce70ba02&t=1677136113,/data2/sangyiwu/Mobile_Apps/apk_files/6380a12157e1a.apk,b5ab38af53a11448d65a30178d96e0a3d55adf5fc36f06f0d5d57a3d6fce2cdb,Gambling,True,False,
bs18.me,https://www.aoabet267.app:30111/?i_code=6980862,https://download.echahang.com/files/package/aoagame_50300_240571_0215170225.apk,/data2/sangyiwu/Mobile_Apps/apk_files/aoagame_50300_240571_0215170225.apk,d9c38b0dcd6b974f838558825748acf00dd2d78ae00d229ca8d5329209f964f1,Gambling,True,False,
168kai.com,https://168appqr.com/download.html,https://168appqr.com/app-Adv168-release_v1.5.40.apk,/data2/sangyiwu/Mobile_Apps/apk_files/app-Adv168-release_v1.5.40.apk,cb71e3461a6ae5f16453c1b455071a937f3eadbbecfb32a3ee00655493efe460,Gambling,True,True,"{'evader', 'malware', 'trojan'}"
www.yichuanghuanwei.com,https://www.kex4r.com:9133/?i_code=1854094,https://download.31himp3u.com/files/package/ayx_165_130142_0201201553_0.apk,/data2/sangyiwu/Mobile_Apps/apk_files/ayx_165_130142_0201201553_0.apk,ab644a0431405e2f5b2e498e04accde71f3fdb0e5aa80dba2b24cdff59bb0e0d,Gambling,True,True,{'riskware'}
308k.com,https://app.30856789.com/,https://500b.5005859.com:8443/App/baiwanluntan-2.1.0.apk,/data2/sangyiwu/Mobile_Apps/apk_files/baiwanluntan-2.1.0.apk,3b97af262b6910a58f9437edcb1d06bf7ab4e062c1e26fdf652463000089645d,Gambling,False,True,"{'malware', 'trojan', 'riskware'}"
www.jylfys.com,https://www.1g3k.com:8899/?agent_code=6005011&i_code=6005011,https://download.mzn5e4.com/android/Bob.apk,/data2/sangyiwu/Mobile_Apps/apk_files/Bob.apk,b92d2417358eaadc7d71d122b193e51f39cceda8eca8eac30eeae2d2635e76cc,Gambling,False,True,"{'trojan', 'adware', 'riskware'}"
www.jylfys.com,https://www.boyubet120.app:30112/?sport/&i_code=5938873,nan,/data2/sangyiwu/Mobile_Apps/apk_files/boyu_15_sport_50300_240654_0215181204.apk,f8f9bd1f414dd32fbc4b059eaf043e356972a2ea53e6e003a7a7b1115b9ff838,Gambling,True,False,
40yb.cn,https://yabovip.5lqa5y2a.com/?v=40yb.cn,https://download.6togbxkx6pwpm8.com/platformnew/4034/c102-4.0.3.2.apk,/data2/sangyiwu/Mobile_Apps/apk_files/c102-4.0.3.2.apk,e56a8cfaf83d89bf0988384e2a957ac0c0bf11e4a6370eb3edb83b2136e984f3,Gambling,True,False,
88.vin,https://88vin.tv/download?v=2504202209637865206066757801&s=8&p=7&l=3,https://download.88vin.tv/android/com.royal.g365.v1.0.15.apk,/data2/sangyiwu/Mobile_Apps/apk_files/com.royal.g365.v1.0.15.apk,a8eb99bb41c749787cb6c893a8c869ff56ac9add7fa1371e09ebded660a05bd5,Gambling,True,False,
88.vin,https://88vin.tv/download?v=2504202209637865206066757801&s=8&p=1&l=3,https://download.88vin.tv/android/com.royal.g88.v1.0.45.apk,/data2/sangyiwu/Mobile_Apps/apk_files/com.royal.g88.v1.0.45.apk,7cfdfacc84250f93349e5cff5cdadfba75d6699adc4411b33181f8309b1a1548,Gambling,False,False,
88.vin,https://88vin.tv/download?v=2504202209637865206066757801&s=8&p=4&l=3,https://download.88vin.tv/android/com.royal.m365.v1.0.24.apk,/data2/sangyiwu/Mobile_Apps/apk_files/com.royal.m365.v1.0.24.apk,d50fca863c449bb945c8b96b9cb950ea062e2b537fdc1b0ec28db49a2a915d46,Gambling,True,False,
88.vin,https://88vin.tv/download?v=2504202209637865206066757801&s=8&p=2&l=3,https://download.88vin.tv/android/com.royal.m88.v1.0.35.apk,/data2/sangyiwu/Mobile_Apps/apk_files/com.royal.m88.v1.0.35.apk,42bc483c7fd1a68ad41a6c3fce87d6399aec13631877419c52f924330e50df30,Gambling,False,False,
88.vin,https://88vin.tv/download?v=2504202209637865206066757801&s=8&p=8&l=3,https://download.88vin.tv/android/com.royal.r365.v1.0.12.apk,/data2/sangyiwu/Mobile_Apps/apk_files/com.royal.r365.v1.0.12.apk,52241bcce3d7a73ba56ae780af623f9291b4ceb77bbd3f37809dbbde71e7739d,Gambling,True,False,
88.vin,https://88vin.tv/download?v=2504202209637865206066757801&s=8&p=3&l=3,https://download.88vin.tv/android/com.royal.r88.v1.0.35.apk,/data2/sangyiwu/Mobile_Apps/apk_files/com.royal.r88.v1.0.35.apk,91b75eb34b83cb6e512a3e4d43c7a0256d2573b2b02aed02de1a889d7bd26456,Gambling,True,False,
88.vin,https://88vin.tv/download?v=2504202209637865206066757801&s=8&p=9&l=3,https://download.88vin.tv/android/com.royal.v88.v1.0.12.apk,/data2/sangyiwu/Mobile_Apps/apk_files/com.royal.v88.v1.0.12.apk,0095b89a7c4325c9e02327702bcd8e8fcebad05e92d173387ac8b6b0ea02966b,Gambling,True,False,
88.vin,https://88vin.tv/download?v=2504202209637865206066757801&s=8&p=6&l=3,https://download.88vin.tv/android/com.royal.w365.v1.0.17.apk,/data2/sangyiwu/Mobile_Apps/apk_files/com.royal.w365.v1.0.17.apk,159237e9cb5fef4d5ae36ee3417f3cf8e21675cd99f589092361d0d1fd9351e5,Gambling,True,False,
88.vin,https://88vin.tv/download?v=2504202209637865206066757801&s=8&p=5&l=3,https://download.88vin.tv/android/com.royal.w88.v1.0.32.apk,/data2/sangyiwu/Mobile_Apps/apk_files/com.royal.w88.v1.0.32.apk,ee97c27e6c6d384f6a0ceb0698b0c6be0d4aca217d0f5547f8c212a4d68052d9,Gambling,True,False,
dsy865.com,https://23usp88u.cc/api/download,https://static.abacadiakmc.com/app/d8475.com_9.0.apk?_t=1673513348400,/data2/sangyiwu/Mobile_Apps/apk_files/d8475.com_9.0.apk,fcab677aaf1254d3759f3f758cf840981171290d22cf8ed227311755fe3a1c4e,Gambling,True,True,{'adware'}
77771.pw,https://kaiyuangw.com/,https://dsgapp.dixinjh.com/DSG-Games/android/copy/20230224/dsgnb352023022421.apk,/data2/sangyiwu/Mobile_Apps/apk_files/dsgnb352023022421.apk,cbe239be44ee12bdb8c201e5691e0c201e47a15d90d83615044ab6192aad1039,Gambling,True,False,
md278.cc,https://16h040.com/m/#/download,https://16h040.com/oss/1007-saas/20230213/ec6c4d470bd66468bd79a79114f5fa8f.apk,/data2/sangyiwu/Mobile_Apps/apk_files/ec6c4d470bd66468bd79a79114f5fa8f.apk,f3d71ffee2994ef64b1677ac9240d460cd1ef497735b2b2793f0de6887bb3e6b,Gambling,True,True,{'riskware'}
ekbet.com,https://app.ekbet.com/ekbet,https://static.w7atiwbkmwkvx.com/app/ekbet_4.0.apk?_t=1676531486472,/data2/sangyiwu/Mobile_Apps/apk_files/ekbet_4.0.apk,4ba087a6d08ba374f66c5eb084dc586d2cc6b19777e1902f4193393c51bbfbe4,Gambling,True,False,
ay64.com,https://appdownload.zhlacg.com/a/ffbca023,nan,/data2/sangyiwu/Mobile_Apps/apk_files/ffbc-1.7.5-175.apk,3d6edc95b5bcd76dd5c4ccc0514aff771fc9129392456ba1ac7401263876d966,Gambling,True,True,{'riskware'}
hui7788.com,https://www.55542137.com:9900/web/#/element/info/aioDownload,https://app.powercolorzi.com/elibomApp/normal/f32d5096-353c-11eb-82d6-005056934804/hhRelease_61004_1251.apk,/data2/sangyiwu/Mobile_Apps/apk_files/hhRelease_61004_1251.apk,81cbeabb31f95b35fc8fb896295f78b23c87dc4a8b7e3fec3eb691ae57546b9a,Gambling,True,False,
tiyubo.xyz,https://www.hthty104.app:9977/?i_code=5064208,https://download.7evjs1n.com/files/package/hthSport_165_130231_0203172446_0.apk,/data2/sangyiwu/Mobile_Apps/apk_files/hthSport_165_130231_0203172446_0.apk,861a9fe997947fbfa1a8250bf96ecc75372b79e9d1d3410c007a41af2b556417,Gambling,True,True,{'riskware'}
979823.com,https://m.9793t.com/m#/home,https://www.txwl-app.net/husb/husb-app.apk,/data2/sangyiwu/Mobile_Apps/apk_files/husb-app.apk,6bb86f3fded167b4b0dad3333d66832b4a0dc2de8fd8dd57ea3aea6dccf8d2ec,Gambling,False,False,
nohu52.net,https://nohu52.in/download/,https://appcenter-filemanagement-distrib5ede6f06e.azureedge.net/d0ef74c7-9c96-4a76-b27c-4625d79f6071/NoHu52.apk?sv=2019-02-02&sr=c&sig=cu9Y0qISBKFHzPL44tS%2FvvXQRAkDEfkQ1IED7PmGAL0%3D&se=2023-02-28T02%3A33%3A12Z&sp=r&download_origin=appcenter,/data2/sangyiwu/Mobile_Apps/apk_files/NoHu52.apk,093ebf72f3024807834c8f6e2ae2ea9127d874e369554167b30bada28bc53be0,Gambling,False,False,
ob08.cn,https://www.oub63.app:30121/,https://download.50k39.com/files/package/oballgame_50300_240580_0215170910.apk,/data2/sangyiwu/Mobile_Apps/apk_files/oballgame_50300_240580_0215170910.apk,f67a49a91efe4d9c9abb0c7a75b8e8c8bcf9b09b65116c24fae146433a3f169c,Gambling,True,False,
teenpattiofficial.com,https://lg.pattistars.com/m/preDownload?channel=34,https://pattistars.com/apk/20221205090045/PattiStars-release1.2.4_34.apk?,/data2/sangyiwu/Mobile_Apps/apk_files/PattiStars-release1.2.4_34.apk,998535812797aa4440af5b8656334bd1ef3d5e2cbc08a07fe9b6e1fc747d4420,Gambling,True,False,
6686h3.com,https://216686.app/,https://app.hongshanshangmao.xyz/appdownload/android/sport_vd004_202302081037_3.88.7_prod_(d1).apk,/data2/sangyiwu/Mobile_Apps/apk_files/sport_vd004_202302081037_3.88.7_prod_(d1).apk,6c6865c74c34ed7adbc49fc08563b8bd3aed5a5488f4ab7e72e4147a45efdc95,Gambling,True,True,"{'evader', 'malware', 'trojan'}"
www.tl777777.com,https://fir.clomc.com:1443/app.php/MjEzNA==,https://firdownload.s3.amazonaws.com/tl4.2.apk,/data2/sangyiwu/Mobile_Apps/apk_files/tl4.2.apk,d96bc41fe86787982d004872255f733fe3702c013e0d0cd912e544719081cb0e,Gambling,False,False,
race77.com,https://www.ub8now.com/download,https://static.ub8pro.com/static/app/ub-12.apk,/data2/sangyiwu/Mobile_Apps/apk_files/ub-12.apk,e2c705997b5dc491be00a0a96eddb816fbf64838108e94c84240cb0483fd4ef4,Gambling,False,False,
win456g.com,https://win456g.com,https://win456source.oss-ap-southeast-1.aliyuncs.com/package/win456-221217.apk,/data2/sangyiwu/Mobile_Apps/apk_files/win456-221217.apk,18645f94e6b3fa115e28d8f929339df15022962f7e714a0990ab6f167bb6e18f,Gambling,False,True,"{'trojan', 'riskware'}"
xwsy3.app,https://xwsy101cjq.kkkemf.com/,https://cdn.jiahuixiang.com/xwcp_Android_production.apk,/data2/sangyiwu/Mobile_Apps/apk_files/xwcp_Android_production.apk,25ee607ba4431317e3e370eb5b797594a57dd296c0dd58ffe469161dcd128cd6,Gambling,True,False,
64yb.cc,https://www.yide405.app:39001/?sport/&i_code=4751897,https://www.yide405.app:39001/ak/files/package/yide_7_gold_sport_50300_240658_0215181202.apk,/data2/sangyiwu/Mobile_Apps/apk_files/yide_7_gold_sport_50300_240658_0215181202.apk,a7dfbb416067d86787da9e31055d83bfe36dc06e53f6c2040b2db98c032a90af,Gambling,True,True,{'riskware'}
113.cc,https://957v.cc/?pt=113cpcp,https://download.wangsicongvip.com/zh957_release.apk?v=0771000,/data2/sangyiwu/Mobile_Apps/apk_files/zh957_release.apk,756864faf3a3ab9a73862cb55bbbb7977b29e81e45f9e4a9e0456de9bb2ccb09,Gambling,True,True,"{'trojan', 'riskware'}"
38691.in,https://pleijsh4.301aippc.com/ap06r,https://ss0ss23218-1316755784.cos.ap-guangzhou.myqcloud.com/storage/apk/2023/0304/04151226nyps.apk?sign=q-sign-algorithm%3Dsha1%26q-ak%3DIKIDzrX0GH31oPnxueLq7B1gx1ub4LPEo9IE%26q-sign-time%3D1678007822%3B1678008002%26q-key-time%3D1678007822%3B1678008002%26q-header-list%3Dhost%26q-url-param-list%3Dparam1%26q-signature%3Dc28a18794d081fbc8b2dd7bc8fbcd28243f7e2d7&param1=value1,/data2/sangyiwu/Mobile_Apps/apk_files/04151226nyps.apk,6c89b78bec944c207e3795b3e7bef2e3daf8abad7e53c6b4981e423c3588aeaf,Sex & Porn,True,True,"{'trojan', 'riskware'}"
www.24398.cc,https://23nhusdj.dishik.com/mp3ki,https://ss0ss23218-1316755784.cos.ap-guangzhou.myqcloud.com/storage/apk/2023/0304/04224327pico.apk?sign=q-sign-algorithm%3Dsha1%26q-ak%3DIKIDzrX0GH31oPnxueLq7B1gx1ub4LPEo9IE%26q-sign-time%3D1677999504%3B1677999684%26q-key-time%3D1677999504%3B1677999684%26q-header-list%3Dhost%26q-url-param-list%3Dparam1%26q-signature%3D3d14b3027ce1429b5bde0a62dfb91ffb399a7390&param1=value1,/data2/sangyiwu/Mobile_Apps/apk_files/04224327pico.apk,375bb652f5ce476344b1623a8af5dccfac46924a8dfb3fdae6077b64093a26da,Sex & Porn,True,True,"{'trojan', 'riskware'}"
www.24398.cc,https://tut66.cc/1.html?channelCode=cpa31,https://bmrzcjvytm8.s3-accelerate.amazonaws.com/145718_sign.apk,/data2/sangyiwu/Mobile_Apps/apk_files/145718_sign.apk,4768732686c589752151aeadd714c26a82bc27997c805f8ca6e508a0ca65f98d,Sex & Porn,True,True,{'riskware'}
www.qckanzy.com,http://www.qckanzy.com/,https://mkavarpwwe20.oldcolor.org/166385_sign.apk,/data2/sangyiwu/Mobile_Apps/apk_files/166385_sign.apk,42d3bab8d41ba71f674cfa169392fa8769ddc07b200ef9af820c5aefad312ad0,Sex & Porn,True,True,{'riskware'}
kg965.vip,https://a.kg965.vip/?channelCode=kpi1,https://nyuwdatkfv133.s3.ap-east-1.amazonaws.com/82549_sign.apk,/data2/sangyiwu/Mobile_Apps/apk_files/82549_sign.apk,5fe083c8ae3713a60cd686955b8513701ba068a3645ef6c0ddfd390b9d9dc7a1,Sex & Porn,True,True,{'riskware'}
www.65xw.com,https://akl.cm520520.com/,https://akl.apkxz02.com/assets/packagebucket1/app.apk,/data2/sangyiwu/Mobile_Apps/apk_files/caomeiyingyuan.apk,7bf53d8a06fa25219e626608a1406d7dbd50ed3388249de23fb812273da79f7f,Sex & Porn,False,True,"{'riskware', 'trojan', 'spyware', 'adware', 'malware'}"
www.24398.cc,https://7ax2wx.xyz/1.html?channelCode=cmI12172,https://20230305edb416302ddd0f3c.oss-cn-hangzhou.aliyuncs.com/public/cm_1c3tr3b6600a37.apk,/data2/sangyiwu/Mobile_Apps/apk_files/cm_1c3tr3b6600a37.apk,38291f7426ee4db9d5c59651a7cb563b6ed0f9a17095fc6aca33fc7a2d269861,Sex & Porn,True,True,"{'malware', 'trojan', 'riskware'}"
ox501.xyz,https://www.footseen.xyz/,https://bgps2.yazhai.co/footseexyz/apk/ftsBH5PC.apk,/data2/sangyiwu/Mobile_Apps/apk_files/ftsBH5PC.apk,a49b3d725d5b9ed9ec8f2ad739595c4dd7814b6b14334874a987e17e202c57a2,Sex & Porn,False,False,
ox502.xyz,https://ox502.xyz/,https://bgps2.yazhai.co/footseexyz/apk/ftsH502.apk,/data2/sangyiwu/Mobile_Apps/apk_files/ftsH502.apk,b0bb1037bfed06cfc6b4367068d99383c8066ce3c8603fb735e86b24a305a305,Sex & Porn,True,False,
www.24398.cc,https://za4vmy2q.com/?channelCode=A12,https://tenqianhk-1316798247.cos.accelerate.myqcloud.com/2-noName-weiwei-com/GAz3t5NlZzzPZ0o0kXd8TGB7ti0LZAp2TAiQUILFN1NmePOe9GyUild4zrgvY.apk?q-sign-algorithm=sha1&q-ak=IKIDRo2351lHauOuGcAXhkdKp8JKE70iKm8J&q-sign-time=1677999616%3B1678000276&q-key-time=1677999616%3B1678000276&q-header-list=host&q-url-param-list=response-content-disposition&q-signature=ad3d8489fb2cf6a6eab561ecdb643f04631389b9&response-content-disposition=attachment%3B+,/data2/sangyiwu/Mobile_Apps/apk_files/GAz3t5NlZzzPZ0o0kXd8TGB7ti0LZAp2TAiQUILFN1NmePOe9GyUild4zrgvY.apk,4c9bf939ed4032e9bd3d45ac2de2e853d5ebf34875ac6fc2a65c6502165623e9,Sex & Porn,True,True,{'trojan'}
51zx.cc,https://app.nkfp.xyz/i-3AYPE6,https://apt.xfyljt.com/app/joi_230224_7.4.0_38217_share-3AYPE6.apk,/data2/sangyiwu/Mobile_Apps/apk_files/joi_230224_7.4.0_38217_share-3AYPE6.apk,3b206b422256489ad4b9cb1ffc3034b8e0b810c02d4495d81a0a4557b577a3eb,Sex & Porn,True,False,
kk88ss.xyz,http://iughkdkwl.xyz/a1.html,https://ddasf3.7wen.wang/neteawse_11.6.apk,/data2/sangyiwu/Mobile_Apps/apk_files/neteawse_11.6.apk,333fc353e9702d4753c55f3c3583ba3deee49d054f93bd090df66e07de328254,Sex & Porn,True,True,{'trojan'}
www.24398.cc,https://appiso-ali.hkfgfdg.com/?b2gxMV90MzgyNA==&c=97477451193#/,https://appiso-ali.hkfgfdg.com/app/android/oh11_t3824_full.apk,/data2/sangyiwu/Mobile_Apps/apk_files/oh11_t3824_full.apk,3171a2cd235d10c719e445409fe07181335f0765701e111a138c6746485937ba,Sex & Porn,True,True,{'riskware'}
onelive.cc,http://onelive.cc/,https://file.qqlcloud.xyz/android/qqlive_user.apk,/data2/sangyiwu/Mobile_Apps/apk_files/qqlive_user.apk,f7c5d05a817d479678515a6828b748f8ce4467611fa91fa3b437c85eced70423,Sex & Porn,False,False,
www.24398.cc,https://tdd.q9tldjgt.xyz/videoh5.html?channelCode=td889,https://hzyd.statchannel.top/a/asvq0j/c/eyJjIjoidGQ4ODkiLCJtIjoienU1V3pzN3lLSklBQUFHR3NKV0FoMGxaRnlxcmlwa3Q4VkE4QXpzSW4xVUpYRlBlX0VTYVFhbkNla2hsdVBoTFBFV2ptZnZyenh4eGZMN2JVUVhBWkVmZzVJaDlQYU5iOGdhdXF2dVJlSHg2NlJ5S05fVDFvRTZjbVhsLUVqUUxpRXpGNXZwZjJTYlllNVVMMXEzUFZGaExRdzJYbUxKSGxsYW95eWRQX0pYVmtyclpHZWdHTUF0ZklDYTdoTzdiMk1sVGdQS2FCMW50VWZsY05kMmtJMlB5N1F4Q2tVWlU4YWJpNm1JcU55VTh1bF9sZldEMmtsUU1KRzZWWnRaOG1KM3Q1UTJIaEQ0Nkp3dW5KZmtzb2VYM3JobGM3TWNWZVR4b0J2aTh5T3JVNGtESmwxRXRLWGZvWDNJS3RrUkQtdlZOeTNqNDZWOUF0cWc1MThxclhUQS1KUUVabGE5U1kzcWhqZGY1Y1EifQ/TdPro_119.apk,/data2/sangyiwu/Mobile_Apps/apk_files/TdPro_119.apk,3385cae580b09ce61a2dc71ad41a162f3d357f93fbd8214245715ebff39f9741,Sex & Porn,True,False,
kk88ss.xyz,https://823c7d404813493b8816ab5e2fdf8298.afcmxubk.top/1000023,https://apineq.7wen.wang/test.vppie.195.apk,/data2/sangyiwu/Mobile_Apps/apk_files/test.vppie.195.apk,0ea2152af0d04242a600251fc81c0bafa9cb95d8a5fbb5ff4513dfc05cf1f3d1,Sex & Porn,False,True,{'trojan'}
www.24398.cc,https://xcf53.top/?channelCode=xincha,https://baixingoo.com/xincha20230226-4.apk,/data2/sangyiwu/Mobile_Apps/apk_files/xincha20230226-4.apk,6fbbf32788a1c2da61c694127cf04fe2e682e6d046231cae781d8e67fa22232a,Sex & Porn,True,True,"{'malware', 'trojan', 'malformed'}"
ox319.com,https://ox319.com/,https://bgps2.yazhai.co/footseexyz/apk/YHXLB.apk,/data2/sangyiwu/Mobile_Apps/apk_files/YHXLB.apk,8dcaa3b0691030ca2dbd7c69263a59e4d5e1a69bfddaeda05ca5ccf6babb3987,Sex & Porn,True,False,
ox244.com,https://ox244.com/,https://bgps2.yazhai.co/footseexyz/apk/YHXXY.apk,/data2/sangyiwu/Mobile_Apps/apk_files/YHXXY.apk,d1d687d466ff8f79e4183a430c780c6aa009ae64b575b58e76e691458df4fb7e,Sex & Porn,True,False,
www.24398.cc,https://xcc.yu5cbcws.xyz/?code=JAFZR,https://d3kouur05bi52.cloudfront.net/video/apk/%E6%98%A5%E6%B0%B4%E5%A0%824.1.1.6.apk,/data2/sangyiwu/Mobile_Apps/apk_files/春水堂4.1.1.6.apk,dad3fba670e6ae5d233c7668b19808cba27a6cd6f6941e87f69bc11c4280485a,Sex & Porn,True,True,"{'malware', 'trojan', 'riskware'}"
www.24398.cc,https://kl.gd2eighm.xyz/?code=00265DAEL,https://d3kouur05bi52.cloudfront.net/video/apk/%E7%9C%8B%E4%BA%86%E4%B9%88_104.apk,/data2/sangyiwu/Mobile_Apps/apk_files/看了么_104.apk,5c3032a98824171a21884b0ea1a1fa641b3e3b5d116d5e82af89e136447653db,Sex & Porn,False,False,
2023c.com,https://91xfycvl.com/?ch=ofts1cy,https://cdn.arstwacv.com/91cy/android/0113-v1.3-8d8cd0c65221eafd4l696lf5a0040660.apk,/data2/sangyiwu/Mobile_Apps/apk_files/0113-v1.3-8d8cd0c65221eafd4l6961f5a0040660.apk,3f458c5df642d631ffa7242e195abdaf023202ccb2ed95d530f8fd553e20d68c,Sex & Porn,True,True,"{'evader', 'malware', 'trojan'}"
2023c.com,https://sir.aff008.cool/c-2762/a-a5Yrj,https://download.7dgirl.org/lu/0223.apk,/data2/sangyiwu/Mobile_Apps/apk_files/0223.apk,7d806738bc4693292329222e78a166a50a2094c8662b00200ba97a59156a0821,Sex & Porn,False,True,{'trojan'}
2023c.com,https://download.gkd4.app/51273969,https://app.kwqwww.com/Audience/1.12.2-890.apk,/data2/sangyiwu/Mobile_Apps/apk_files/1.12.2-889.apk,620fd500d49e4b60d54063f2f5f55474bf1afc027add15cee85cda0e56057605,Sex & Porn,True,True,{'riskware'}
2023c.com,https://89153872.com:9999/?channelCode=hgdh2,https://zbxm-apk.oss-accelerate.aliyuncs.com/20230223/139423_sign.apk,/data2/sangyiwu/Mobile_Apps/apk_files/139423_sign.apk,ac9d572b2426460dad67b5aa3dafb3ebb336d33b7b4c838a06971828a6be0e8d,Sex & Porn,True,True,"{'trojan', 'riskware'}"
